timestamp,co2_ppm,temp_c,humidity,voc_ppb
2024-01-01 00:03:20,596.0,22.08,54.37,126.9
2024-01-01 00:03:25,596.1,22.06,54.32,125.0
2024-01-01 00:03:30,596.0,22.03,54.2,126.0
2024-01-01 00:03:35,595.9,22.04,54.2,125.9
2024-01-01 00:03:40,595.1,22.03,54.35,127.1
2024-01-01 00:03:45,594.8,22.01,54.24,126.7
2024-01-01 00:03:50,594.5,22.01,54.34,126.3
2024-01-01 00:03:55,595.1,22.0,54.41,127.0
2024-01-01 00:04:00,595.2,22.03,54.24,125.6
2024-01-01 00:04:05,594.4,22.07,54.3,125.1
2024-01-01 00:04:10,594.5,22.04,54.3,123.9
2024-01-01 00:04:15,594.3,22.01,54.3,123.1
2024-01-01 00:04:20,594.0,22.0,54.49,124.4
2024-01-01 00:04:25,594.3,21.98,54.59,123.6
2024-01-01 00:04:30,594.8,21.97,54.5,123.0
2024-01-01 00:04:35,595.3,21.96,54.56,120.8
2024-01-01 00:04:40,594.9,21.96,54.47,120.2
2024-01-01 00:04:45,594.7,21.93,54.38,117.8
2024-01-01 00:04:50,594.9,21.91,54.4,118.0
2024-01-01 00:04:55,595.4,21.94,54.51,118.6
2024-01-01 00:05:00,595.1,21.93,54.37,119.0
2024-01-01 00:05:05,595.0,21.92,54.32,117.8
2024-01-01 00:05:10,594.5,21.89,54.43,117.7
2024-01-01 00:05:15,593.9,21.88,54.34,118.1
2024-01-01 00:05:20,594.3,21.9,54.34,117.8
2024-01-01 00:05:25,595.0,21.91,54.31,116.7
2024-01-01 00:05:30,594.9,21.93,54.44,117.5
2024-01-01 00:05:35,595.4,21.91,54.47,116.5
2024-01-01 00:05:40,595.6,21.88,54.44,116.9
2024-01-01 00:05:45,595.3,21.91,54.36,116.9
2024-01-01 00:05:50,595.5,21.92,54.57,118.1
2024-01-01 00:05:55,596.2,21.92,54.56,119.9
2024-01-01 00:06:00,596.2,21.93,54.54,119.5
2024-01-01 00:06:05,597.0,21.91,54.59,118.5
2024-01-01 00:06:10,595.7,21.88,54.66,118.6
2024-01-01 00:06:15,596.1,21.85,54.52,118.7
2024-01-01 00:06:20,596.1,21.86,54.5,119.2
2024-01-01 00:06:25,596.0,21.86,54.39,118.6
2024-01-01 00:06:30,596.0,21.85,54.34,118.0
2024-01-01 00:06:35,595.0,21.84,54.46,117.9
2024-01-01 00:06:40,594.9,21.89,54.58,118.1
2024-01-01 00:06:45,595.1,21.88,54.64,117.2
2024-01-01 00:06:50,595.9,21.91,54.5,117.1
2024-01-01 00:06:55,595.6,21.91,54.52,117.0
2024-01-01 00:07:00,595.2,21.9,54.46,117.6
2024-01-01 00:07:05,594.9,21.92,54.56,117.5
2024-01-01 00:07:10,595.4,21.94,54.5,118.4
2024-01-01 00:07:15,595.6,21.94,54.42,119.0
2024-01-01 00:07:20,595.3,21.96,54.45,117.5
2024-01-01 00:07:25,595.6,22.01,54.58,117.4
2024-01-01 00:07:30,595.6,22.0,54.68,118.3
2024-01-01 00:07:35,596.1,22.01,54.81,117.5
2024-01-01 00:07:40,595.7,22.0,54.94,117.8
2024-01-01 00:07:45,595.6,21.98,55.11,118.1
2024-01-01 00:07:50,595.4,21.96,55.12,118.2
2024-01-01 00:07:55,594.6,21.99,55.08,117.9
2024-01-01 00:08:00,594.8,21.96,55.0,117.9
2024-01-01 00:08:05,594.9,21.97,55.12,117.5
2024-01-01 00:08:10,594.9,21.95,55.1,116.9
2024-01-01 00:08:15,594.8,21.99,55.01,117.6
2024-01-01 00:08:20,594.1,21.98,55.06,117.4
2024-01-01 00:08:25,593.9,21.97,54.92,119.3
2024-01-01 00:08:30,593.7,22.0,54.81,118.1
2024-01-01 00:08:35,593.3,22.02,54.83,118.2
2024-01-01 00:08:40,593.2,22.03,54.92,117.5
2024-01-01 00:08:45,593.4,22.05,54.89,118.2
2024-01-01 00:08:50,594.4,22.03,54.86,117.3
2024-01-01 00:08:55,594.5,22.04,54.94,118.1
2024-01-01 00:09:00,594.6,22.04,55.02,118.7
2024-01-01 00:09:05,594.6,22.05,54.82,117.9
2024-01-01 00:09:10,593.6,22.05,54.96,117.6
2024-01-01 00:09:15,593.6,22.03,54.93,118.0
2024-01-01 00:09:20,593.6,22.04,54.86,118.7
2024-01-01 00:09:25,594.8,22.04,54.81,119.2
2024-01-01 00:09:30,594.8,22.02,54.67,119.0
2024-01-01 00:09:35,594.9,22.01,54.93,120.7
2024-01-01 00:09:40,594.9,22.01,54.8,121.7
2024-01-01 00:09:45,594.3,22.03,54.65,120.9
2024-01-01 00:09:50,594.9,21.98,54.62,121.0
2024-01-01 00:09:55,595.2,21.99,54.48,122.6
2024-01-01 00:10:00,595.6,21.98,54.5,122.9
2024-01-01 00:10:05,595.2,21.99,54.66,122.9
2024-01-01 00:10:10,595.9,21.99,54.68,122.6
2024-01-01 00:10:15,595.2,21.98,54.71,121.8
2024-01-01 00:10:20,595.5,21.98,54.68,121.7
2024-01-01 00:10:25,596.6,21.99,54.58,121.6
2024-01-01 00:10:30,596.1,22.01,54.55,120.4
2024-01-01 00:10:35,595.8,21.99,54.65,119.7
2024-01-01 00:10:40,595.9,21.98,54.79,120.5
2024-01-01 00:10:45,595.6,22.01,54.79,119.5
2024-01-01 00:10:50,594.8,22.0,54.88,119.3
2024-01-01 00:10:55,594.9,22.01,54.8,119.7
2024-01-01 00:11:00,594.3,21.99,54.74,120.1
2024-01-01 00:11:05,594.6,21.95,54.58,121.4
2024-01-01 00:11:10,594.1,21.93,54.69,121.1
2024-01-01 00:11:15,594.9,21.92,54.64,121.2
2024-01-01 00:11:20,594.5,21.94,54.5,122.5
2024-01-01 00:11:25,594.3,21.96,54.55,122.0
2024-01-01 00:11:30,594.7,21.92,54.69,122.0
2024-01-01 00:11:35,594.1,21.91,54.65,122.1
2024-01-01 00:11:40,594.2,21.93,54.47,122.0
2024-01-01 00:11:45,594.9,21.92,54.44,122.8
2024-01-01 00:11:50,594.1,21.95,54.46,120.9
2024-01-01 00:11:55,594.2,21.97,54.52,120.5
2024-01-01 00:12:00,594.3,21.96,54.6,121.1
2024-01-01 00:12:05,594.7,21.96,54.61,120.3
2024-01-01 00:12:10,594.1,21.96,54.58,119.7
2024-01-01 00:12:15,593.4,21.94,54.65,119.4
2024-01-01 00:12:20,593.7,21.96,54.52,120.6
2024-01-01 00:12:25,593.8,21.97,54.42,120.7
2024-01-01 00:12:30,594.0,21.98,54.35,120.6
2024-01-01 00:12:35,594.1,21.99,54.31,119.7
2024-01-01 00:12:40,593.8,21.97,54.17,119.9
2024-01-01 00:12:45,593.9,21.98,54.27,118.8
2024-01-01 00:12:50,594.0,21.98,54.14,117.0
2024-01-01 00:12:55,593.7,22.02,53.88,116.7
2024-01-01 00:13:00,594.6,21.99,53.97,114.8
2024-01-01 00:13:05,594.9,21.98,54.03,114.6
2024-01-01 00:13:10,594.3,21.95,54.02,115.5
2024-01-01 00:13:15,594.6,21.94,54.07,116.7
2024-01-01 00:13:20,594.1,21.91,54.08,117.4
2024-01-01 00:13:25,594.5,21.93,54.19,118.2
2024-01-01 00:13:30,595.1,21.95,54.12,118.0
2024-01-01 00:13:35,594.7,21.95,54.29,117.4
2024-01-01 00:13:40,595.1,21.93,54.38,117.8
2024-01-01 00:13:45,595.4,21.9,54.32,118.4
2024-01-01 00:13:50,595.8,21.89,54.25,118.7
2024-01-01 00:13:55,596.7,21.9,54.26,118.7
2024-01-01 00:14:00,596.6,21.88,54.15,117.7
2024-01-01 00:14:05,596.2,21.92,54.13,116.1
2024-01-01 00:14:10,595.8,21.95,54.26,116.1
2024-01-01 00:14:15,595.4,21.95,54.28,117.1
2024-01-01 00:14:20,595.3,21.94,54.49,116.2
2024-01-01 00:14:25,595.5,21.93,54.41,116.5
2024-01-01 00:14:30,595.6,21.96,54.46,116.9
2024-01-01 00:14:35,596.0,21.95,54.41,117.2
2024-01-01 00:14:40,596.1,21.97,54.39,116.4
2024-01-01 00:14:45,596.8,21.97,54.44,115.1
2024-01-01 00:14:50,596.6,21.98,54.36,114.3
2024-01-01 00:14:55,598.0,21.97,54.28,114.4
2024-01-01 00:15:00,598.3,21.96,54.23,113.8
2024-01-01 00:15:05,597.9,21.96,54.18,113.6
2024-01-01 00:15:10,597.4,21.95,54.08,113.4
2024-01-01 00:15:15,597.6,21.97,54.22,113.2
2024-01-01 00:15:20,597.5,21.96,54.19,113.3
2024-01-01 00:15:25,597.8,21.94,54.27,112.5
2024-01-01 00:15:30,598.1,21.97,54.35,113.0
2024-01-01 00:15:35,598.0,22.0,54.45,112.2
2024-01-01 00:15:40,597.6,22.03,54.32,112.3
2024-01-01 00:15:45,596.9,21.99,54.28,111.8
2024-01-01 00:15:50,596.6,21.99,54.35,111.3
2024-01-01 00:15:55,597.1,21.99,54.29,111.3
2024-01-01 00:16:00,597.2,21.98,54.44,111.1
2024-01-01 00:16:05,596.6,21.99,54.32,111.2
2024-01-01 00:16:10,596.6,21.98,54.4,111.5
2024-01-01 00:16:15,596.8,21.99,54.35,109.9
2024-01-01 00:16:20,596.4,22.05,54.46,110.2
2024-01-01 00:16:25,596.5,22.06,54.48,110.5
2024-01-01 00:16:30,596.5,22.07,54.4,110.5
2024-01-01 00:16:35,595.9,22.08,54.48,111.1
2024-01-01 00:16:40,596.1,22.09,54.31,111.4
2024-01-01 00:16:45,596.4,22.07,54.27,110.4
2024-01-01 00:16:50,596.9,22.03,54.23,111.6
2024-01-01 00:16:55,597.5,22.03,54.27,112.0
2024-01-01 00:17:00,596.8,22.03,54.0,111.0
2024-01-01 00:17:05,596.3,21.99,54.03,110.5
2024-01-01 00:17:10,596.6,22.02,54.06,110.1
2024-01-01 00:17:15,596.8,22.02,53.98,110.4
2024-01-01 00:17:20,597.1,22.05,53.95,111.1
2024-01-01 00:17:25,599.0,22.01,53.96,111.2
2024-01-01 00:17:30,599.3,22.04,54.05,111.6
2024-01-01 00:17:35,599.8,22.03,53.84,111.9
2024-01-01 00:17:40,600.3,22.05,53.83,110.1
2024-01-01 00:17:45,600.6,22.06,53.88,109.3
2024-01-01 00:17:50,600.5,22.06,53.94,107.4
2024-01-01 00:17:55,600.9,22.07,53.92,106.8
2024-01-01 00:18:00,600.5,22.07,53.98,106.6
2024-01-01 00:18:05,600.4,22.05,53.97,105.6
2024-01-01 00:18:10,600.1,22.05,54.08,105.2
2024-01-01 00:18:15,600.2,22.02,54.0,105.6
2024-01-01 00:18:20,601.3,22.01,53.93,105.7
2024-01-01 00:18:25,600.4,21.99,53.98,105.3
2024-01-01 00:18:30,600.7,21.96,54.04,104.4
2024-01-01 00:18:35,599.9,21.97,54.09,105.0
2024-01-01 00:18:40,599.7,21.97,54.05,105.5
2024-01-01 00:18:45,600.2,21.98,54.01,106.5
2024-01-01 00:18:50,600.3,21.99,54.01,105.9
2024-01-01 00:18:55,599.7,21.99,53.9,104.4
2024-01-01 00:19:00,599.4,21.97,53.82,104.8
2024-01-01 00:19:05,599.7,21.97,53.96,103.2
2024-01-01 00:19:10,599.3,21.91,53.95,103.2
2024-01-01 00:19:15,599.4,21.91,53.89,102.3
2024-01-01 00:19:20,599.5,21.93,53.84,102.2
2024-01-01 00:19:25,599.1,21.95,53.86,101.0
2024-01-01 00:19:30,600.2,21.94,54.07,100.5
2024-01-01 00:19:35,600.5,21.89,54.19,99.9
2024-01-01 00:19:40,599.5,21.84,54.06,100.0
2024-01-01 00:19:45,599.6,21.85,54.19,101.0
2024-01-01 00:19:50,599.3,21.85,54.1,101.3
2024-01-01 00:19:55,599.7,21.89,54.04,101.0
2024-01-01 00:20:00,599.3,21.86,53.99,101.8
2024-01-01 00:20:05,599.3,21.87,53.87,102.1
2024-01-01 00:20:10,599.5,21.9,54.0,100.2
2024-01-01 00:20:15,599.9,21.9,53.95,99.7
2024-01-01 00:20:20,599.3,21.87,53.74,99.3
2024-01-01 00:20:25,599.2,21.93,53.65,98.9
2024-01-01 00:20:30,598.9,21.96,53.67,98.7
2024-01-01 00:20:35,598.6,21.95,53.5,98.4
2024-01-01 00:20:40,599.5,21.97,53.53,99.2
2024-01-01 00:20:45,599.7,21.99,53.44,100.5
2024-01-01 00:20:50,599.1,22.0,53.55,100.5
2024-01-01 00:20:55,599.5,21.97,53.59,100.5
2024-01-01 00:21:00,600.6,21.98,53.6,101.5
2024-01-01 00:21:05,601.1,22.01,53.45,100.1
2024-01-01 00:21:10,600.3,22.02,53.32,99.4
2024-01-01 00:21:15,600.1,22.03,53.26,99.3
2024-01-01 00:21:20,600.7,22.01,53.24,99.1
2024-01-01 00:21:25,600.4,22.0,53.39,99.6
2024-01-01 00:21:30,600.6,21.97,53.42,99.2
2024-01-01 00:21:35,601.0,21.98,53.38,99.4
2024-01-01 00:21:40,600.5,21.98,53.53,100.7
2024-01-01 00:21:45,600.5,21.95,53.52,101.3
2024-01-01 00:21:50,598.9,21.97,53.56,103.3
2024-01-01 00:21:55,598.4,21.96,53.72,103.1
2024-01-01 00:22:00,598.2,21.94,53.79,103.0
2024-01-01 00:22:05,597.6,21.93,53.83,103.4
2024-01-01 00:22:10,598.4,21.93,53.89,103.4
2024-01-01 00:22:15,597.7,21.94,53.89,103.3
2024-01-01 00:22:20,597.5,21.92,53.89,102.8
2024-01-01 00:22:25,597.6,21.94,53.73,103.0
2024-01-01 00:22:30,598.3,21.95,53.66,102.6
2024-01-01 00:22:35,597.6,21.94,53.66,102.7
2024-01-01 00:22:40,598.1,21.93,53.7,102.2
2024-01-01 00:22:45,598.1,21.93,53.66,102.7
2024-01-01 00:22:50,597.7,21.93,53.9,102.1
2024-01-01 00:22:55,597.9,21.96,53.98,101.7
2024-01-01 00:23:00,598.0,21.95,54.0,100.5
2024-01-01 00:23:05,597.7,21.95,53.86,101.6
2024-01-01 00:23:10,597.7,21.94,53.85,101.3
2024-01-01 00:23:15,597.5,21.95,53.9,101.6
2024-01-01 00:23:20,597.6,21.95,53.89,100.2
2024-01-01 00:23:25,597.9,21.98,53.88,100.7
2024-01-01 00:23:30,598.7,21.96,53.86,98.9
2024-01-01 00:23:35,598.1,21.98,53.79,100.1
2024-01-01 00:23:40,599.2,22.0,53.67,99.8
2024-01-01 00:23:45,598.2,21.99,53.89,99.9
2024-01-01 00:23:50,598.1,21.99,53.79,99.7
2024-01-01 00:23:55,598.4,22.0,53.74,99.7
2024-01-01 00:24:00,598.5,21.99,53.77,99.4
2024-01-01 00:24:05,598.2,21.99,53.56,99.7
2024-01-01 00:24:10,598.1,22.01,53.72,101.7
2024-01-01 00:24:15,597.9,22.01,53.83,101.5
2024-01-01 00:24:20,597.6,22.0,53.68,103.1
2024-01-01 00:24:25,598.0,22.01,53.65,104.0
2024-01-01 00:24:30,598.2,22.0,53.75,104.3
2024-01-01 00:24:35,597.8,21.99,53.74,105.2
2024-01-01 00:24:40,598.3,21.98,53.84,106.7
2024-01-01 00:24:45,598.4,21.98,54.0,105.1
2024-01-01 00:24:50,598.9,21.98,53.91,105.0
2024-01-01 00:24:55,599.2,21.98,53.96,106.3
2024-01-01 00:25:00,598.8,21.96,53.84,106.2
2024-01-01 00:25:05,598.5,21.96,53.79,105.9
2024-01-01 00:25:10,598.8,21.97,53.8,105.5
2024-01-01 00:25:15,599.2,21.97,53.81,105.3
2024-01-01 00:25:20,599.1,22.02,53.73,104.9
2024-01-01 00:25:25,599.2,22.0,53.79,105.0
2024-01-01 00:25:30,599.8,22.0,53.64,103.9
2024-01-01 00:25:35,599.5,22.02,53.55,103.7
2024-01-01 00:25:40,599.8,22.0,53.66,103.5
2024-01-01 00:25:45,599.7,22.04,53.58,102.1
2024-01-01 00:25:50,599.6,22.04,53.61,102.0
2024-01-01 00:25:55,600.2,22.05,53.77,102.6
2024-01-01 00:26:00,600.6,22.05,53.77,102.3
2024-01-01 00:26:05,601.0,22.07,53.9,101.7
2024-01-01 00:26:10,601.6,22.05,53.77,101.7
2024-01-01 00:26:15,601.6,22.08,53.71,102.5
2024-01-01 00:26:20,602.0,22.09,53.73,102.7
2024-01-01 00:26:25,601.8,22.1,53.63,103.5
2024-01-01 00:26:30,602.0,22.09,53.58,103.2
2024-01-01 00:26:35,601.9,22.09,53.6,103.2
2024-01-01 00:26:40,602.0,22.07,53.61,103.7
2024-01-01 00:26:45,602.3,22.1,53.58,103.8
2024-01-01 00:26:50,601.9,22.07,53.4,102.8
2024-01-01 00:26:55,602.9,22.07,53.33,102.4
2024-01-01 00:27:00,602.4,22.07,53.19,101.1
2024-01-01 00:27:05,601.8,22.04,53.19,101.3
2024-01-01 00:27:10,602.4,22.02,53.18,101.9
2024-01-01 00:27:15,602.8,22.03,53.17,102.5
2024-01-01 00:27:20,603.1,22.01,53.08,102.1
2024-01-01 00:27:25,603.4,21.99,52.91,101.4
2024-01-01 00:27:30,603.4,22.0,53.05,101.6
2024-01-01 00:27:35,602.9,22.02,53.05,101.4
2024-01-01 00:27:40,603.0,22.03,53.02,102.7
2024-01-01 00:27:45,602.6,22.03,53.02,101.8
2024-01-01 00:27:50,603.1,22.04,52.88,101.7
2024-01-01 00:27:55,603.1,22.04,53.01,100.9
2024-01-01 00:28:00,602.6,22.02,52.94,100.3
2024-01-01 00:28:05,602.5,22.02,52.93,100.9
2024-01-01 00:28:10,602.7,22.0,52.98,101.0
2024-01-01 00:28:15,602.4,22.02,53.05,100.7
2024-01-01 00:28:20,602.0,22.02,53.05,102.2
2024-01-01 00:28:25,602.1,21.97,52.94,102.1
2024-01-01 00:28:30,602.2,21.99,53.0,102.4
2024-01-01 00:28:35,602.0,21.98,53.09,101.2
2024-01-01 00:28:40,601.7,21.97,53.2,100.6
2024-01-01 00:28:45,601.9,21.99,53.26,100.0
2024-01-01 00:28:50,601.1,21.99,53.47,101.6
2024-01-01 00:28:55,600.4,22.0,53.48,100.7
2024-01-01 00:29:00,600.1,21.99,53.5,101.2
2024-01-01 00:29:05,600.0,22.0,53.63,101.7
2024-01-01 00:29:10,600.1,22.01,53.79,102.6
2024-01-01 00:29:15,600.9,22.01,53.93,102.3
2024-01-01 00:29:20,601.3,22.01,53.92,103.0
2024-01-01 00:29:25,601.2,22.04,53.99,102.1
2024-01-01 00:29:30,601.2,22.08,54.1,102.2
2024-01-01 00:29:35,600.7,22.04,54.11,103.3
2024-01-01 00:29:40,600.7,22.06,54.02,102.5
2024-01-01 00:29:45,600.5,22.03,53.92,102.4
2024-01-01 00:29:50,600.7,22.04,53.96,103.4
2024-01-01 00:29:55,600.3,22.01,54.05,102.9
2024-01-01 00:30:00,600.6,22.02,54.0,103.6
2024-01-01 00:30:05,601.3,22.0,53.92,104.0
2024-01-01 00:30:10,601.3,21.99,53.87,103.4
2024-01-01 00:30:15,601.5,21.98,53.89,102.9
2024-01-01 00:30:20,601.8,21.97,53.97,101.2
2024-01-01 00:30:25,601.6,21.95,54.0,101.3
2024-01-01 00:30:30,601.7,21.95,54.0,101.2
2024-01-01 00:30:35,601.7,21.94,54.14,102.2
2024-01-01 00:30:40,601.8,21.95,54.42,102.1
2024-01-01 00:30:45,601.4,21.99,54.42,101.7
2024-01-01 00:30:50,601.4,21.97,54.58,101.4
2024-01-01 00:30:55,601.7,21.97,54.51,100.6
2024-01-01 00:31:00,602.4,21.98,54.62,101.7
2024-01-01 00:31:05,602.9,21.97,54.54,103.1
2024-01-01 00:31:10,603.9,21.93,54.5,102.5
2024-01-01 00:31:15,603.6,21.89,54.5,102.0
2024-01-01 00:31:20,604.0,21.84,54.31,101.6
2024-01-01 00:31:25,604.1,21.87,54.13,101.1
2024-01-01 00:31:30,605.2,21.89,54.04,101.4
2024-01-01 00:31:35,604.8,21.9,54.17,102.0
2024-01-01 00:31:40,604.4,21.92,54.15,100.6
2024-01-01 00:31:45,604.1,21.91,54.24,102.1
2024-01-01 00:31:50,603.0,21.96,54.08,102.4
2024-01-01 00:31:55,602.7,21.96,54.11,101.6
2024-01-01 00:32:00,602.3,21.96,54.16,100.8
2024-01-01 00:32:05,602.4,21.98,54.06,100.3
2024-01-01 00:32:10,602.6,22.0,54.25,100.4
2024-01-01 00:32:15,603.5,22.02,54.12,102.4
2024-01-01 00:32:20,604.0,22.05,54.1,103.7
2024-01-01 00:32:25,603.7,22.04,54.34,103.8
2024-01-01 00:32:30,603.3,22.05,54.25,103.9
2024-01-01 00:32:35,603.5,22.03,54.19,103.0
2024-01-01 00:32:40,602.9,22.0,54.2,103.0
2024-01-01 00:32:45,603.8,22.01,54.07,103.3
2024-01-01 00:32:50,604.4,22.03,54.12,102.8
2024-01-01 00:32:55,604.1,21.99,53.94,101.8
2024-01-01 00:33:00,603.3,21.98,53.94,102.1
2024-01-01 00:33:05,603.9,21.98,54.09,101.8
2024-01-01 00:33:10,603.9,21.98,54.15,101.9
2024-01-01 00:33:15,604.5,22.02,54.15,102.8
2024-01-01 00:33:20,603.7,22.01,54.11,102.4
2024-01-01 00:33:25,603.4,22.01,54.11,100.9
2024-01-01 00:33:30,603.4,22.02,54.08,101.2
2024-01-01 00:33:35,603.4,22.01,54.12,102.1
2024-01-01 00:33:40,603.2,22.0,54.18,101.8
2024-01-01 00:33:45,603.5,21.99,54.2,102.0
2024-01-01 00:33:50,603.0,22.0,54.27,100.9
2024-01-01 00:33:55,602.9,21.99,54.32,99.2
2024-01-01 00:34:00,603.0,22.01,54.19,99.9
2024-01-01 00:34:05,603.2,22.01,53.96,99.0
2024-01-01 00:34:10,603.6,21.96,53.98,98.4
2024-01-01 00:34:15,603.0,21.92,53.93,98.6
2024-01-01 00:34:20,602.3,21.91,53.95,98.9
2024-01-01 00:34:25,602.9,21.93,54.12,98.8
2024-01-01 00:34:30,603.1,21.92,54.09,99.5
2024-01-01 00:34:35,602.7,21.92,54.12,98.2
2024-01-01 00:34:40,603.5,21.94,54.04,98.2
2024-01-01 00:34:45,603.5,21.95,54.09,98.2
2024-01-01 00:34:50,604.1,21.94,54.01,98.7
2024-01-01 00:34:55,604.2,21.91,54.11,98.1
2024-01-01 00:35:00,605.2,21.89,54.12,98.3
2024-01-01 00:35:05,606.1,21.95,54.11,98.7
2024-01-01 00:35:10,605.9,21.96,53.94,99.4
2024-01-01 00:35:15,606.4,21.99,53.81,101.0
2024-01-01 00:35:20,606.7,21.98,53.86,100.2
2024-01-01 00:35:25,607.4,22.0,53.98,99.9
2024-01-01 00:35:30,606.9,21.99,54.0,98.3
2024-01-01 00:35:35,607.3,21.99,53.98,96.8
2024-01-01 00:35:40,607.8,21.98,53.99,97.1
2024-01-01 00:35:45,606.9,21.97,53.97,97.4
2024-01-01 00:35:50,606.3,21.95,53.9,98.6
2024-01-01 00:35:55,605.3,21.95,53.77,99.9
2024-01-01 00:36:00,605.2,21.94,53.63,98.7
2024-01-01 00:36:05,605.6,21.94,53.56,98.1
2024-01-01 00:36:10,606.3,21.92,53.57,98.5
2024-01-01 00:36:15,606.3,21.94,53.44,99.2
2024-01-01 00:36:20,607.2,21.93,53.43,98.4
2024-01-01 00:36:25,606.5,21.96,53.36,97.3
2024-01-01 00:36:30,605.6,21.96,53.19,97.3
2024-01-01 00:36:35,605.6,21.96,53.13,96.2
2024-01-01 00:36:40,605.8,21.99,53.15,96.5
2024-01-01 00:36:45,605.8,21.98,53.09,96.7
2024-01-01 00:36:50,604.7,21.97,53.23,96.3
2024-01-01 00:36:55,604.7,21.96,53.3,95.0
2024-01-01 00:37:00,604.0,21.96,53.4,95.0
2024-01-01 00:37:05,604.4,21.95,53.71,95.7
2024-01-01 00:37:10,604.5,21.96,53.66,95.4
2024-01-01 00:37:15,604.1,21.96,53.51,94.9
2024-01-01 00:37:20,603.8,21.98,53.43,93.9
2024-01-01 00:37:25,603.3,21.99,53.44,93.9
2024-01-01 00:37:30,603.3,21.98,53.48,92.9
2024-01-01 00:37:35,603.7,21.97,53.5,93.8
2024-01-01 00:37:40,603.2,21.96,53.45,93.7
2024-01-01 00:37:45,603.5,21.96,53.5,93.7
2024-01-01 00:37:50,603.2,21.97,53.61,93.5
2024-01-01 00:37:55,602.8,21.98,53.53,92.9
2024-01-01 00:38:00,602.8,21.98,53.44,93.2
2024-01-01 00:38:05,602.3,21.96,53.64,93.4
2024-01-01 00:38:10,602.0,21.95,53.53,95.1
2024-01-01 00:38:15,601.4,21.96,53.61,95.3
2024-01-01 00:38:20,602.4,21.95,53.59,96.7
2024-01-01 00:38:25,602.4,21.96,53.74,95.9
2024-01-01 00:38:30,602.0,21.97,53.71,95.6
2024-01-01 00:38:35,602.1,22.0,53.75,96.1
2024-01-01 00:38:40,602.1,21.99,53.62,97.4
2024-01-01 00:38:45,602.0,21.99,53.55,97.0
2024-01-01 00:38:50,602.3,21.94,53.57,96.3
2024-01-01 00:38:55,602.7,21.92,53.51,97.5
2024-01-01 00:39:00,602.4,21.9,53.38,98.7
2024-01-01 00:39:05,602.1,21.91,53.59,97.3
2024-01-01 00:39:10,602.0,21.95,53.59,98.1
2024-01-01 00:39:15,600.8,21.96,53.7,98.2
2024-01-01 00:39:20,600.1,21.98,53.9,97.6
2024-01-01 00:39:25,600.7,21.97,53.84,97.4
2024-01-01 00:39:30,601.6,21.94,53.83,96.8
2024-01-01 00:39:35,601.4,21.94,53.84,96.7
2024-01-01 00:39:40,601.7,21.92,53.89,97.5
2024-01-01 00:39:45,601.9,21.91,54.0,98.5
2024-01-01 00:39:50,603.4,21.91,54.1,99.9
2024-01-01 00:39:55,604.0,21.89,54.17,99.7
